"Time","well","absorbance","plate","strain","plasmid","row","column","stress","temperature","doxycycline","well_id"
40.25,"D6",1.173,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",6,"None",30,"10 µg/mL","D6_2"
40.25,"D7",1.216,2,"▲erg3","pRS315-CaurERG3","D",7,"None",30,"None","D7_2"
40.25,"D8",1.244,2,"▲erg3","pRS315-CaurERG3","D",8,"None",30,"None","D8_2"
40.25,"D9",1.179,2,"▲erg3","pRS315-CaurERG3","D",9,"None",30,"None","D9_2"
40.25,"D10",1.239,2,"▲erg6","pRS315-CaurERG6","D",10,"None",30,"None","D10_2"
40.25,"D11",1.238,2,"▲erg6","pRS315-CaurERG6","D",11,"None",30,"None","D11_2"
40.25,"D12",1.18,2,"▲erg6","pRS315-CaurERG6","D",12,"None",30,"None","D12_2"
40.25,"E1",1.165,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"None",30,"10 µg/mL","E1_2"
40.25,"E2",1.19,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"None",30,"10 µg/mL","E2_2"
40.25,"E3",1.183,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"None",30,"10 µg/mL","E3_2"
40.25,"E4",1.16,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"None",30,"10 µg/mL","E4_2"
40.25,"E5",1.27,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"None",30,"10 µg/mL","E5_2"
40.25,"E6",1.184,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"None",30,"10 µg/mL","E6_2"
40.25,"E7",1.184,2,"▲erg3","pRS315-NglaERG3","E",7,"None",30,"None","E7_2"
40.25,"E8",1.121,2,"▲erg3","pRS315-NglaERG3","E",8,"None",30,"None","E8_2"
40.25,"E9",1.235,2,"▲erg3","pRS315-NglaERG3","E",9,"None",30,"None","E9_2"
40.25,"E10",1.237,2,"▲erg6","pRS315-NglaERG6","E",10,"None",30,"None","E10_2"
40.25,"E11",1.219,2,"▲erg6","pRS315-NglaERG6","E",11,"None",30,"None","E11_2"
40.25,"E12",1.216,2,"▲erg6","pRS315-NglaERG6","E",12,"None",30,"None","E12_2"
40.25,"F1",1.153,2,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"None",30,"10 µg/mL","F1_2"
40.25,"F2",1.178,2,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"None",30,"10 µg/mL","F2_2"
40.25,"F3",1.278,2,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"None",30,"10 µg/mL","F3_2"
40.25,"F4",1.142,2,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"None",30,"10 µg/mL","F4_2"
40.25,"F5",1.206,2,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"None",30,"10 µg/mL","F5_2"
40.25,"F6",1.105,2,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"None",30,"10 µg/mL","F6_2"
40.25,"F7",1.255,2,"▲erg3","pRS315-CparERG3","F",7,"None",30,"None","F7_2"
40.25,"F8",1.072,2,"▲erg3","pRS315-CparERG3","F",8,"None",30,"None","F8_2"
40.25,"F9",1.218,2,"▲erg3","pRS315-CparERG3","F",9,"None",30,"None","F9_2"
40.25,"F10",1.197,2,"▲erg6","pRS315-CparERG6","F",10,"None",30,"None","F10_2"
40.25,"F11",1.235,2,"▲erg6","pRS315-CparERG6","F",11,"None",30,"None","F11_2"
40.25,"F12",1.226,2,"▲erg6","pRS315-CparERG6","F",12,"None",30,"None","F12_2"
40.25,"G1",1.198,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"None",30,"10 µg/mL","G1_2"
40.25,"G2",1.237,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"None",30,"10 µg/mL","G2_2"
40.25,"G3",1.23,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"None",30,"10 µg/mL","G3_2"
40.25,"G4",1.221,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"None",30,"10 µg/mL","G4_2"
40.25,"G5",1.245,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"None",30,"10 µg/mL","G5_2"
40.25,"G6",1.047,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"None",30,"10 µg/mL","G6_2"
40.25,"G7",1.276,2,"▲erg3","pRS315-CtroERG3","G",7,"None",30,"None","G7_2"
40.25,"G8",1.265,2,"▲erg3","pRS315-CtroERG3","G",8,"None",30,"None","G8_2"
40.25,"G9",1.245,2,"▲erg3","pRS315-CtroERG3","G",9,"None",30,"None","G9_2"
40.25,"G10",1.245,2,"▲erg6","pRS315-CtroERG6","G",10,"None",30,"None","G10_2"
40.25,"G11",1.226,2,"▲erg6","pRS315-CtroERG6","G",11,"None",30,"None","G11_2"
40.25,"G12",1.237,2,"▲erg6","pRS315-CtroERG6","G",12,"None",30,"None","G12_2"
40.5,"A1",1.133,2,"Tet-O7-ERG3","pRS315","A",1,"None",30,"10 µg/mL","A1_2"
40.5,"A2",1.123,2,"Tet-O7-ERG3","pRS315","A",2,"None",30,"10 µg/mL","A2_2"
40.5,"A3",1.093,2,"Tet-O7-ERG3","pRS315","A",3,"None",30,"10 µg/mL","A3_2"
40.5,"A4",1.165,2,"Tet-O7-ERG6","pRS315","A",4,"None",30,"10 µg/mL","A4_2"
40.5,"A5",1.101,2,"Tet-O7-ERG6","pRS315","A",5,"None",30,"10 µg/mL","A5_2"
40.5,"A6",1.068,2,"Tet-O7-ERG6","pRS315","A",6,"None",30,"10 µg/mL","A6_2"
40.5,"A7",1.078,2,"▲erg3","pRS315","A",7,"None",30,"None","A7_2"
40.5,"A8",1,2,"▲erg3","pRS315","A",8,"None",30,"None","A8_2"
40.5,"A9",1.015,2,"▲erg3","pRS315","A",9,"None",30,"None","A9_2"
40.5,"A10",0.942,2,"▲erg6","pRS315","A",10,"None",30,"None","A10_2"
40.5,"A11",0.856,2,"▲erg6","pRS315","A",11,"None",30,"None","A11_2"
40.5,"A12",1.116,2,"▲erg6","pRS315","A",12,"None",30,"None","A12_2"
40.5,"B1",1.234,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",1,"None",30,"10 µg/mL","B1_2"
40.5,"B2",1.169,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",2,"None",30,"10 µg/mL","B2_2"
40.5,"B3",1.291,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",3,"None",30,"10 µg/mL","B3_2"
40.5,"B4",1.26,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",4,"None",30,"10 µg/mL","B4_2"
40.5,"B5",1.06,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",5,"None",30,"10 µg/mL","B5_2"
40.5,"B6",1.185,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",6,"None",30,"10 µg/mL","B6_2"
40.5,"B7",1.2,2,"▲erg3","pRS315-ScerERG3","B",7,"None",30,"None","B7_2"
40.5,"B8",1.238,2,"▲erg3","pRS315-ScerERG3","B",8,"None",30,"None","B8_2"
40.5,"B9",1.252,2,"▲erg3","pRS315-ScerERG3","B",9,"None",30,"None","B9_2"
40.5,"B10",1.176,2,"▲erg6","pRS315-ScerERG6","B",10,"None",30,"None","B10_2"
40.5,"B11",1.171,2,"▲erg6","pRS315-ScerERG6","B",11,"None",30,"None","B11_2"
40.5,"B12",1.195,2,"▲erg6","pRS315-ScerERG6","B",12,"None",30,"None","B12_2"
40.5,"C1",1.228,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",1,"None",30,"10 µg/mL","C1_2"
40.5,"C2",1.258,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",2,"None",30,"10 µg/mL","C2_2"
40.5,"C3",1.222,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",3,"None",30,"10 µg/mL","C3_2"
40.5,"C4",1.259,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",4,"None",30,"10 µg/mL","C4_2"
40.5,"C5",1.161,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",5,"None",30,"10 µg/mL","C5_2"
40.5,"C6",1.216,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",6,"None",30,"10 µg/mL","C6_2"
40.5,"C7",1.221,2,"▲erg3","pRS315-CalbERG3","C",7,"None",30,"None","C7_2"
40.5,"C8",1.277,2,"▲erg3","pRS315-CalbERG3","C",8,"None",30,"None","C8_2"
40.5,"C9",1.185,2,"▲erg3","pRS315-CalbERG3","C",9,"None",30,"None","C9_2"
40.5,"C10",1.242,2,"▲erg6","pRS315-CalbERG6","C",10,"None",30,"None","C10_2"
40.5,"C11",1.234,2,"▲erg6","pRS315-CalbERG6","C",11,"None",30,"None","C11_2"
40.5,"C12",1.141,2,"▲erg6","pRS315-CalbERG6","C",12,"None",30,"None","C12_2"
40.5,"D1",1.275,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",1,"None",30,"10 µg/mL","D1_2"
40.5,"D2",1.146,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",2,"None",30,"10 µg/mL","D2_2"
40.5,"D3",1.226,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",3,"None",30,"10 µg/mL","D3_2"
40.5,"D4",1.22,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",4,"None",30,"10 µg/mL","D4_2"
40.5,"D5",1.284,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",5,"None",30,"10 µg/mL","D5_2"
40.5,"D6",1.173,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",6,"None",30,"10 µg/mL","D6_2"
40.5,"D7",1.215,2,"▲erg3","pRS315-CaurERG3","D",7,"None",30,"None","D7_2"
40.5,"D8",1.244,2,"▲erg3","pRS315-CaurERG3","D",8,"None",30,"None","D8_2"
40.5,"D9",1.18,2,"▲erg3","pRS315-CaurERG3","D",9,"None",30,"None","D9_2"
40.5,"D10",1.239,2,"▲erg6","pRS315-CaurERG6","D",10,"None",30,"None","D10_2"
40.5,"D11",1.238,2,"▲erg6","pRS315-CaurERG6","D",11,"None",30,"None","D11_2"
40.5,"D12",1.179,2,"▲erg6","pRS315-CaurERG6","D",12,"None",30,"None","D12_2"
40.5,"E1",1.165,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"None",30,"10 µg/mL","E1_2"
40.5,"E2",1.189,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"None",30,"10 µg/mL","E2_2"
40.5,"E3",1.182,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"None",30,"10 µg/mL","E3_2"
40.5,"E4",1.16,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"None",30,"10 µg/mL","E4_2"
40.5,"E5",1.269,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"None",30,"10 µg/mL","E5_2"
40.5,"E6",1.184,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"None",30,"10 µg/mL","E6_2"
40.5,"E7",1.184,2,"▲erg3","pRS315-NglaERG3","E",7,"None",30,"None","E7_2"
40.5,"E8",1.122,2,"▲erg3","pRS315-NglaERG3","E",8,"None",30,"None","E8_2"
40.5,"E9",1.234,2,"▲erg3","pRS315-NglaERG3","E",9,"None",30,"None","E9_2"
40.5,"E10",1.237,2,"▲erg6","pRS315-NglaERG6","E",10,"None",30,"None","E10_2"
40.5,"E11",1.219,2,"▲erg6","pRS315-NglaERG6","E",11,"None",30,"None","E11_2"
40.5,"E12",1.216,2,"▲erg6","pRS315-NglaERG6","E",12,"None",30,"None","E12_2"
40.5,"F1",1.153,2,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"None",30,"10 µg/mL","F1_2"
40.5,"F2",1.178,2,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"None",30,"10 µg/mL","F2_2"
40.5,"F3",1.278,2,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"None",30,"10 µg/mL","F3_2"
40.5,"F4",1.141,2,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"None",30,"10 µg/mL","F4_2"
40.5,"F5",1.206,2,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"None",30,"10 µg/mL","F5_2"
40.5,"F6",1.103,2,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"None",30,"10 µg/mL","F6_2"
40.5,"F7",1.255,2,"▲erg3","pRS315-CparERG3","F",7,"None",30,"None","F7_2"
40.5,"F8",1.073,2,"▲erg3","pRS315-CparERG3","F",8,"None",30,"None","F8_2"
40.5,"F9",1.218,2,"▲erg3","pRS315-CparERG3","F",9,"None",30,"None","F9_2"
40.5,"F10",1.198,2,"▲erg6","pRS315-CparERG6","F",10,"None",30,"None","F10_2"
40.5,"F11",1.235,2,"▲erg6","pRS315-CparERG6","F",11,"None",30,"None","F11_2"
40.5,"F12",1.226,2,"▲erg6","pRS315-CparERG6","F",12,"None",30,"None","F12_2"
40.5,"G1",1.198,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"None",30,"10 µg/mL","G1_2"
40.5,"G2",1.237,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"None",30,"10 µg/mL","G2_2"
40.5,"G3",1.229,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"None",30,"10 µg/mL","G3_2"
40.5,"G4",1.221,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"None",30,"10 µg/mL","G4_2"
40.5,"G5",1.245,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"None",30,"10 µg/mL","G5_2"
40.5,"G6",1.046,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"None",30,"10 µg/mL","G6_2"
40.5,"G7",1.276,2,"▲erg3","pRS315-CtroERG3","G",7,"None",30,"None","G7_2"
40.5,"G8",1.264,2,"▲erg3","pRS315-CtroERG3","G",8,"None",30,"None","G8_2"
40.5,"G9",1.245,2,"▲erg3","pRS315-CtroERG3","G",9,"None",30,"None","G9_2"
40.5,"G10",1.245,2,"▲erg6","pRS315-CtroERG6","G",10,"None",30,"None","G10_2"
40.5,"G11",1.226,2,"▲erg6","pRS315-CtroERG6","G",11,"None",30,"None","G11_2"
40.5,"G12",1.237,2,"▲erg6","pRS315-CtroERG6","G",12,"None",30,"None","G12_2"
40.75,"A1",1.133,2,"Tet-O7-ERG3","pRS315","A",1,"None",30,"10 µg/mL","A1_2"
40.75,"A2",1.121,2,"Tet-O7-ERG3","pRS315","A",2,"None",30,"10 µg/mL","A2_2"
40.75,"A3",1.092,2,"Tet-O7-ERG3","pRS315","A",3,"None",30,"10 µg/mL","A3_2"
40.75,"A4",1.165,2,"Tet-O7-ERG6","pRS315","A",4,"None",30,"10 µg/mL","A4_2"
40.75,"A5",1.103,2,"Tet-O7-ERG6","pRS315","A",5,"None",30,"10 µg/mL","A5_2"
40.75,"A6",1.067,2,"Tet-O7-ERG6","pRS315","A",6,"None",30,"10 µg/mL","A6_2"
40.75,"A7",1.078,2,"▲erg3","pRS315","A",7,"None",30,"None","A7_2"
40.75,"A8",1.001,2,"▲erg3","pRS315","A",8,"None",30,"None","A8_2"
40.75,"A9",1.015,2,"▲erg3","pRS315","A",9,"None",30,"None","A9_2"
40.75,"A10",0.942,2,"▲erg6","pRS315","A",10,"None",30,"None","A10_2"
40.75,"A11",0.855,2,"▲erg6","pRS315","A",11,"None",30,"None","A11_2"
40.75,"A12",1.115,2,"▲erg6","pRS315","A",12,"None",30,"None","A12_2"
40.75,"B1",1.233,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",1,"None",30,"10 µg/mL","B1_2"
40.75,"B2",1.169,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",2,"None",30,"10 µg/mL","B2_2"
40.75,"B3",1.29,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",3,"None",30,"10 µg/mL","B3_2"
40.75,"B4",1.26,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",4,"None",30,"10 µg/mL","B4_2"
40.75,"B5",1.06,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",5,"None",30,"10 µg/mL","B5_2"
40.75,"B6",1.185,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",6,"None",30,"10 µg/mL","B6_2"
40.75,"B7",1.2,2,"▲erg3","pRS315-ScerERG3","B",7,"None",30,"None","B7_2"
40.75,"B8",1.239,2,"▲erg3","pRS315-ScerERG3","B",8,"None",30,"None","B8_2"
40.75,"B9",1.253,2,"▲erg3","pRS315-ScerERG3","B",9,"None",30,"None","B9_2"
40.75,"B10",1.177,2,"▲erg6","pRS315-ScerERG6","B",10,"None",30,"None","B10_2"
40.75,"B11",1.171,2,"▲erg6","pRS315-ScerERG6","B",11,"None",30,"None","B11_2"
40.75,"B12",1.196,2,"▲erg6","pRS315-ScerERG6","B",12,"None",30,"None","B12_2"
40.75,"C1",1.228,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",1,"None",30,"10 µg/mL","C1_2"
40.75,"C2",1.257,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",2,"None",30,"10 µg/mL","C2_2"
40.75,"C3",1.221,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",3,"None",30,"10 µg/mL","C3_2"
40.75,"C4",1.259,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",4,"None",30,"10 µg/mL","C4_2"
40.75,"C5",1.161,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",5,"None",30,"10 µg/mL","C5_2"
40.75,"C6",1.217,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",6,"None",30,"10 µg/mL","C6_2"
40.75,"C7",1.222,2,"▲erg3","pRS315-CalbERG3","C",7,"None",30,"None","C7_2"
40.75,"C8",1.278,2,"▲erg3","pRS315-CalbERG3","C",8,"None",30,"None","C8_2"
40.75,"C9",1.185,2,"▲erg3","pRS315-CalbERG3","C",9,"None",30,"None","C9_2"
40.75,"C10",1.242,2,"▲erg6","pRS315-CalbERG6","C",10,"None",30,"None","C10_2"
40.75,"C11",1.236,2,"▲erg6","pRS315-CalbERG6","C",11,"None",30,"None","C11_2"
40.75,"C12",1.141,2,"▲erg6","pRS315-CalbERG6","C",12,"None",30,"None","C12_2"
40.75,"D1",1.275,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",1,"None",30,"10 µg/mL","D1_2"
40.75,"D2",1.146,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",2,"None",30,"10 µg/mL","D2_2"
40.75,"D3",1.226,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",3,"None",30,"10 µg/mL","D3_2"
40.75,"D4",1.22,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",4,"None",30,"10 µg/mL","D4_2"
40.75,"D5",1.284,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",5,"None",30,"10 µg/mL","D5_2"
40.75,"D6",1.171,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",6,"None",30,"10 µg/mL","D6_2"
40.75,"D7",1.214,2,"▲erg3","pRS315-CaurERG3","D",7,"None",30,"None","D7_2"
40.75,"D8",1.243,2,"▲erg3","pRS315-CaurERG3","D",8,"None",30,"None","D8_2"
40.75,"D9",1.179,2,"▲erg3","pRS315-CaurERG3","D",9,"None",30,"None","D9_2"
40.75,"D10",1.239,2,"▲erg6","pRS315-CaurERG6","D",10,"None",30,"None","D10_2"
40.75,"D11",1.238,2,"▲erg6","pRS315-CaurERG6","D",11,"None",30,"None","D11_2"
40.75,"D12",1.179,2,"▲erg6","pRS315-CaurERG6","D",12,"None",30,"None","D12_2"
40.75,"E1",1.165,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",1,"None",30,"10 µg/mL","E1_2"
40.75,"E2",1.189,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",2,"None",30,"10 µg/mL","E2_2"
40.75,"E3",1.182,2,"Tet-O7-ERG3","pRS315-NglaERG3","E",3,"None",30,"10 µg/mL","E3_2"
40.75,"E4",1.159,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",4,"None",30,"10 µg/mL","E4_2"
40.75,"E5",1.269,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",5,"None",30,"10 µg/mL","E5_2"
40.75,"E6",1.185,2,"Tet-O7-ERG6","pRS315-NglaERG6","E",6,"None",30,"10 µg/mL","E6_2"
40.75,"E7",1.185,2,"▲erg3","pRS315-NglaERG3","E",7,"None",30,"None","E7_2"
40.75,"E8",1.121,2,"▲erg3","pRS315-NglaERG3","E",8,"None",30,"None","E8_2"
40.75,"E9",1.234,2,"▲erg3","pRS315-NglaERG3","E",9,"None",30,"None","E9_2"
40.75,"E10",1.236,2,"▲erg6","pRS315-NglaERG6","E",10,"None",30,"None","E10_2"
40.75,"E11",1.22,2,"▲erg6","pRS315-NglaERG6","E",11,"None",30,"None","E11_2"
40.75,"E12",1.216,2,"▲erg6","pRS315-NglaERG6","E",12,"None",30,"None","E12_2"
40.75,"F1",1.154,2,"Tet-O7-ERG3","pRS315-CparERG3","F",1,"None",30,"10 µg/mL","F1_2"
40.75,"F2",1.179,2,"Tet-O7-ERG3","pRS315-CparERG3","F",2,"None",30,"10 µg/mL","F2_2"
40.75,"F3",1.278,2,"Tet-O7-ERG3","pRS315-CparERG3","F",3,"None",30,"10 µg/mL","F3_2"
40.75,"F4",1.141,2,"Tet-O7-ERG6","pRS315-CparERG6","F",4,"None",30,"10 µg/mL","F4_2"
40.75,"F5",1.207,2,"Tet-O7-ERG6","pRS315-CparERG6","F",5,"None",30,"10 µg/mL","F5_2"
40.75,"F6",1.103,2,"Tet-O7-ERG6","pRS315-CparERG6","F",6,"None",30,"10 µg/mL","F6_2"
40.75,"F7",1.254,2,"▲erg3","pRS315-CparERG3","F",7,"None",30,"None","F7_2"
40.75,"F8",1.071,2,"▲erg3","pRS315-CparERG3","F",8,"None",30,"None","F8_2"
40.75,"F9",1.218,2,"▲erg3","pRS315-CparERG3","F",9,"None",30,"None","F9_2"
40.75,"F10",1.197,2,"▲erg6","pRS315-CparERG6","F",10,"None",30,"None","F10_2"
40.75,"F11",1.236,2,"▲erg6","pRS315-CparERG6","F",11,"None",30,"None","F11_2"
40.75,"F12",1.226,2,"▲erg6","pRS315-CparERG6","F",12,"None",30,"None","F12_2"
40.75,"G1",1.198,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",1,"None",30,"10 µg/mL","G1_2"
40.75,"G2",1.236,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",2,"None",30,"10 µg/mL","G2_2"
40.75,"G3",1.228,2,"Tet-O7-ERG3","pRS315-CtroERG3","G",3,"None",30,"10 µg/mL","G3_2"
40.75,"G4",1.22,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",4,"None",30,"10 µg/mL","G4_2"
40.75,"G5",1.244,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",5,"None",30,"10 µg/mL","G5_2"
40.75,"G6",1.044,2,"Tet-O7-ERG6","pRS315-CtroERG6","G",6,"None",30,"10 µg/mL","G6_2"
40.75,"G7",1.276,2,"▲erg3","pRS315-CtroERG3","G",7,"None",30,"None","G7_2"
40.75,"G8",1.264,2,"▲erg3","pRS315-CtroERG3","G",8,"None",30,"None","G8_2"
40.75,"G9",1.245,2,"▲erg3","pRS315-CtroERG3","G",9,"None",30,"None","G9_2"
40.75,"G10",1.245,2,"▲erg6","pRS315-CtroERG6","G",10,"None",30,"None","G10_2"
40.75,"G11",1.226,2,"▲erg6","pRS315-CtroERG6","G",11,"None",30,"None","G11_2"
40.75,"G12",1.238,2,"▲erg6","pRS315-CtroERG6","G",12,"None",30,"None","G12_2"
41,"A1",1.133,2,"Tet-O7-ERG3","pRS315","A",1,"None",30,"10 µg/mL","A1_2"
41,"A2",1.121,2,"Tet-O7-ERG3","pRS315","A",2,"None",30,"10 µg/mL","A2_2"
41,"A3",1.092,2,"Tet-O7-ERG3","pRS315","A",3,"None",30,"10 µg/mL","A3_2"
41,"A4",1.164,2,"Tet-O7-ERG6","pRS315","A",4,"None",30,"10 µg/mL","A4_2"
41,"A5",1.101,2,"Tet-O7-ERG6","pRS315","A",5,"None",30,"10 µg/mL","A5_2"
41,"A6",1.067,2,"Tet-O7-ERG6","pRS315","A",6,"None",30,"10 µg/mL","A6_2"
41,"A7",1.077,2,"▲erg3","pRS315","A",7,"None",30,"None","A7_2"
41,"A8",1,2,"▲erg3","pRS315","A",8,"None",30,"None","A8_2"
41,"A9",1.015,2,"▲erg3","pRS315","A",9,"None",30,"None","A9_2"
41,"A10",0.941,2,"▲erg6","pRS315","A",10,"None",30,"None","A10_2"
41,"A11",0.856,2,"▲erg6","pRS315","A",11,"None",30,"None","A11_2"
41,"A12",1.115,2,"▲erg6","pRS315","A",12,"None",30,"None","A12_2"
41,"B1",1.233,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",1,"None",30,"10 µg/mL","B1_2"
41,"B2",1.169,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",2,"None",30,"10 µg/mL","B2_2"
41,"B3",1.291,2,"Tet-O7-ERG3","pRS315-ScerERG3","B",3,"None",30,"10 µg/mL","B3_2"
41,"B4",1.26,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",4,"None",30,"10 µg/mL","B4_2"
41,"B5",1.061,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",5,"None",30,"10 µg/mL","B5_2"
41,"B6",1.185,2,"Tet-O7-ERG6","pRS315-ScerERG6","B",6,"None",30,"10 µg/mL","B6_2"
41,"B7",1.2,2,"▲erg3","pRS315-ScerERG3","B",7,"None",30,"None","B7_2"
41,"B8",1.238,2,"▲erg3","pRS315-ScerERG3","B",8,"None",30,"None","B8_2"
41,"B9",1.253,2,"▲erg3","pRS315-ScerERG3","B",9,"None",30,"None","B9_2"
41,"B10",1.177,2,"▲erg6","pRS315-ScerERG6","B",10,"None",30,"None","B10_2"
41,"B11",1.171,2,"▲erg6","pRS315-ScerERG6","B",11,"None",30,"None","B11_2"
41,"B12",1.195,2,"▲erg6","pRS315-ScerERG6","B",12,"None",30,"None","B12_2"
41,"C1",1.228,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",1,"None",30,"10 µg/mL","C1_2"
41,"C2",1.257,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",2,"None",30,"10 µg/mL","C2_2"
41,"C3",1.222,2,"Tet-O7-ERG3","pRS315-CalbERG3","C",3,"None",30,"10 µg/mL","C3_2"
41,"C4",1.258,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",4,"None",30,"10 µg/mL","C4_2"
41,"C5",1.162,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",5,"None",30,"10 µg/mL","C5_2"
41,"C6",1.216,2,"Tet-O7-ERG6","pRS315-CalbERG6","C",6,"None",30,"10 µg/mL","C6_2"
41,"C7",1.221,2,"▲erg3","pRS315-CalbERG3","C",7,"None",30,"None","C7_2"
41,"C8",1.277,2,"▲erg3","pRS315-CalbERG3","C",8,"None",30,"None","C8_2"
41,"C9",1.187,2,"▲erg3","pRS315-CalbERG3","C",9,"None",30,"None","C9_2"
41,"C10",1.242,2,"▲erg6","pRS315-CalbERG6","C",10,"None",30,"None","C10_2"
41,"C11",1.235,2,"▲erg6","pRS315-CalbERG6","C",11,"None",30,"None","C11_2"
41,"C12",1.14,2,"▲erg6","pRS315-CalbERG6","C",12,"None",30,"None","C12_2"
41,"D1",1.275,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",1,"None",30,"10 µg/mL","D1_2"
41,"D2",1.147,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",2,"None",30,"10 µg/mL","D2_2"
41,"D3",1.226,2,"Tet-O7-ERG3","pRS315-CaurERG3","D",3,"None",30,"10 µg/mL","D3_2"
41,"D4",1.22,2,"Tet-O7-ERG6","pRS315-CaurERG6","D",4,"None",30,"10 µg/mL","D4_2"
